hour,day_of_month,month,is_weekend,store_id,product_id,category,temperature,is_rainy,holiday,quantity,revenue
19,13,2,0,S02,MILK,Dairy,31.0,0,0,56,67.79
20,13,2,0,S02,BREAD,Bakery,31.9,0,0,84,70.09
21,13,2,0,S03,BREAD,Bakery,31.5,0,0,62,73.77
22,13,2,0,S01,BREAD,Bakery,27.8,1,0,4,4.18
23,13,2,0,S02,BREAD,Bakery,33.4,1,0,10,10.93
0,14,2,0,S01,PEPSI,Beverage,27.4,0,0,19,25.97
1,14,2,0,S03,BREAD,Bakery,32.2,1,1,21,29.56
2,14,2,0,S02,COKE,Beverage,33.3,0,0,10,13.61
3,14,2,0,S03,MILK,Dairy,31.8,0,1,1,2.37
4,14,2,0,S03,COKE,Beverage,33.1,0,0,14,21.8
5,14,2,0,S01,COKE,Beverage,29.1,1,0,1,0.0
6,14,2,0,S02,PEPSI,Beverage,23.6,0,1,64,82.34
7,14,2,0,S02,COKE,Beverage,30.8,1,0,23,30.02
8,14,2,0,S03,BREAD,Bakery,27.1,0,0,22,25.43
9,14,2,0,S01,MILK,Dairy,35.7,0,0,37,52.73
10,14,2,0,S03,COKE,Beverage,36.6,1,0,36,57.66
11,14,2,0,S03,PEPSI,Beverage,30.7,1,0,44,65.02
12,14,2,0,S02,COKE,Beverage,25.7,1,1,67,90.87
13,14,2,0,S01,BREAD,Bakery,27.3,1,0,66,60.89
14,14,2,0,S01,MILK,Dairy,26.7,1,0,34,38.94
15,14,2,0,S01,COKE,Beverage,34.5,0,0,29,49.57
16,14,2,0,S02,COKE,Beverage,26.1,0,0,32,49.16
17,14,2,0,S02,BREAD,Bakery,32.0,0,0,68,56.79
18,14,2,0,S01,BREAD,Bakery,32.5,0,0,69,70.22
19,14,2,0,S03,COKE,Beverage,27.6,0,0,43,65.53
20,14,2,0,S02,BREAD,Bakery,27.2,0,0,55,77.55
21,14,2,0,S01,BREAD,Bakery,36.1,0,0,42,56.15
22,14,2,0,S02,MILK,Dairy,33.3,0,0,3,7.28
23,14,2,0,S02,MILK,Dairy,23.2,0,0,2,3.08
0,15,2,1,S03,COKE,Beverage,21.4,0,0,1,0.62
1,15,2,1,S02,PEPSI,Beverage,32.4,0,0,21,27.46
2,15,2,1,S01,BREAD,Bakery,24.9,0,0,10,15.04
3,15,2,1,S02,PEPSI,Beverage,29.3,0,0,15,24.42
4,15,2,1,S02,BREAD,Bakery,26.2,1,0,13,12.36
5,15,2,1,S03,BREAD,Bakery,30.1,0,0,12,14.88
6,15,2,1,S02,PEPSI,Beverage,31.9,0,0,46,60.76
7,15,2,1,S03,MILK,Dairy,31.8,0,0,28,51.88
8,15,2,1,S02,PEPSI,Beverage,34.8,0,0,52,73.26
9,15,2,1,S03,PEPSI,Beverage,28.5,0,0,33,55.57
10,15,2,1,S03,PEPSI,Beverage,25.6,0,0,55,91.29
11,15,2,1,S01,BREAD,Bakery,33.0,0,0,62,82.27
12,15,2,1,S01,BREAD,Bakery,29.8,0,0,91,81.61
13,15,2,1,S02,MILK,Dairy,29.8,0,0,70,79.05
14,15,2,1,S01,COKE,Beverage,33.9,1,0,61,97.5
15,15,2,1,S03,COKE,Beverage,39.3,1,0,32,54.8
16,15,2,1,S01,MILK,Dairy,26.3,0,0,34,54.99
17,15,2,1,S01,PEPSI,Beverage,27.3,0,0,41,68.39
18,15,2,1,S02,BREAD,Bakery,29.5,0,0,95,106.05
19,15,2,1,S01,MILK,Dairy,27.2,0,0,66,85.51
20,15,2,1,S02,COKE,Beverage,26.0,0,0,58,93.1
21,15,2,1,S03,BREAD,Bakery,30.5,0,0,94,78.96
22,15,2,1,S01,PEPSI,Beverage,33.9,0,0,16,19.86
23,15,2,1,S03,COKE,Beverage,34.6,0,0,18,29.92
0,16,2,1,S03,MILK,Dairy,30.7,1,0,4,7.95
1,16,2,1,S03,MILK,Dairy,32.6,0,0,2,3.84
2,16,2,1,S01,COKE,Beverage,30.1,1,0,18,27.25
3,16,2,1,S03,PEPSI,Beverage,27.2,1,0,13,18.2
4,16,2,1,S03,BREAD,Bakery,29.6,1,0,4,5.61
5,16,2,1,S02,PEPSI,Beverage,28.1,0,0,12,16.7
6,16,2,1,S03,COKE,Beverage,31.1,0,0,31,52.55
7,16,2,1,S01,BREAD,Bakery,32.8,1,0,27,32.13
8,16,2,1,S03,MILK,Dairy,26.5,0,0,82,91.24
9,16,2,1,S03,COKE,Beverage,32.2,0,0,43,59.55
10,16,2,1,S01,COKE,Beverage,30.7,1,0,51,73.3
11,16,2,1,S01,MILK,Dairy,23.3,1,0,34,61.12
12,16,2,1,S03,PEPSI,Beverage,28.2,0,0,57,92.13
13,16,2,1,S03,COKE,Beverage,29.2,0,0,67,112.5
14,16,2,1,S03,COKE,Beverage,28.1,0,0,59,102.59
15,16,2,1,S02,BREAD,Bakery,29.9,1,0,45,67.18
16,16,2,1,S01,PEPSI,Beverage,29.6,0,0,36,48.11
17,16,2,1,S01,COKE,Beverage,30.3,0,0,48,66.02
18,16,2,1,S01,PEPSI,Beverage,35.1,0,0,73,104.54
19,16,2,1,S01,BREAD,Bakery,28.8,0,0,63,89.86
20,16,2,1,S01,MILK,Dairy,33.8,1,0,50,70.36
21,16,2,1,S02,MILK,Dairy,31.9,0,0,62,71.88
22,16,2,1,S01,PEPSI,Beverage,31.9,0,0,13,20.32
23,16,2,1,S01,MILK,Dairy,33.5,1,0,8,17.29
0,17,2,0,S03,MILK,Dairy,30.3,0,0,1,0.0
1,17,2,0,S03,PEPSI,Beverage,33.7,0,0,32,37.31
2,17,2,0,S03,COKE,Beverage,30.0,0,0,1,0.0
3,17,2,0,S02,COKE,Beverage,26.3,1,0,4,7.73
4,17,2,0,S02,COKE,Beverage,32.1,0,0,6,9.72
5,17,2,0,S01,BREAD,Bakery,32.5,0,0,1,1.93
6,17,2,0,S02,BREAD,Bakery,25.7,1,0,46,48.59
7,17,2,0,S01,PEPSI,Beverage,28.7,0,0,34,52.56
8,17,2,0,S02,MILK,Dairy,35.0,0,0,26,48.73
9,17,2,0,S01,PEPSI,Beverage,36.0,0,0,38,53.93
10,17,2,0,S01,MILK,Dairy,31.3,0,0,52,59.81
11,17,2,0,S03,PEPSI,Beverage,27.0,0,0,62,80.19
12,17,2,0,S01,BREAD,Bakery,31.4,0,0,54,55.8
13,17,2,0,S03,MILK,Dairy,29.4,1,0,42,59.37
14,17,2,0,S01,COKE,Beverage,29.8,0,0,61,79.47
15,17,2,0,S03,COKE,Beverage,36.5,0,0,29,51.94
16,17,2,0,S03,BREAD,Bakery,37.5,0,0,33,42.25
17,17,2,0,S03,BREAD,Bakery,33.2,1,1,31,35.33
18,17,2,0,S01,PEPSI,Beverage,26.4,0,0,58,69.03
19,17,2,0,S01,COKE,Beverage,33.2,1,0,43,67.01
20,17,2,0,S03,COKE,Beverage,32.5,0,0,53,84.69
21,17,2,0,S03,BREAD,Bakery,33.9,0,0,73,73.16
22,17,2,0,S01,PEPSI,Beverage,29.1,0,0,20,26.75
23,17,2,0,S03,PEPSI,Beverage,37.9,0,0,18,20.98
0,18,2,0,S03,MILK,Dairy,30.1,0,0,17,19.97
1,18,2,0,S03,PEPSI,Beverage,27.5,0,0,22,25.97
2,18,2,0,S01,BREAD,Bakery,31.7,0,0,1,0.0
3,18,2,0,S02,MILK,Dairy,26.2,0,0,2,3.8
4,18,2,0,S02,MILK,Dairy,34.6,0,0,15,15.95
5,18,2,0,S02,BREAD,Bakery,29.1,1,0,1,0.0
6,18,2,0,S02,PEPSI,Beverage,30.8,0,0,44,49.6
7,18,2,0,S02,MILK,Dairy,29.5,0,0,20,33.79
8,18,2,0,S03,MILK,Dairy,25.3,0,0,19,31.13
9,18,2,0,S03,MILK,Dairy,26.5,0,0,23,45.28
10,18,2,0,S03,MILK,Dairy,27.2,1,1,23,50.5
11,18,2,0,S01,MILK,Dairy,27.7,0,0,35,67.6
12,18,2,0,S02,COKE,Beverage,31.4,1,0,29,47.67
13,18,2,0,S01,BREAD,Bakery,25.7,0,0,58,75.77
14,18,2,0,S02,PEPSI,Beverage,27.0,0,0,74,83.35
15,18,2,0,S03,COKE,Beverage,30.1,0,0,41,50.22
16,18,2,0,S01,MILK,Dairy,23.6,0,1,34,58.04
17,18,2,0,S03,COKE,Beverage,28.9,0,0,29,35.67
18,18,2,0,S02,PEPSI,Beverage,28.5,1,1,66,77.84
19,18,2,0,S01,PEPSI,Beverage,27.8,1,0,35,56.55
20,18,2,0,S03,BREAD,Bakery,28.6,0,0,47,52.76
21,18,2,0,S03,COKE,Beverage,35.4,0,0,55,87.49
22,18,2,0,S02,COKE,Beverage,35.4,0,0,10,18.4
23,18,2,0,S03,COKE,Beverage,23.9,0,0,1,3.08
0,19,2,0,S02,PEPSI,Beverage,36.2,1,0,9,15.62
1,19,2,0,S02,PEPSI,Beverage,25.6,0,0,6,10.1
2,19,2,0,S01,MILK,Dairy,31.5,1,0,5,6.59
3,19,2,0,S02,COKE,Beverage,32.0,0,0,6,9.99
4,19,2,0,S03,COKE,Beverage,32.4,0,0,15,18.37
5,19,2,0,S01,PEPSI,Beverage,26.5,0,0,8,10.45
6,19,2,0,S02,MILK,Dairy,32.2,0,0,24,50.57
7,19,2,0,S01,PEPSI,Beverage,25.6,0,0,30,46.58
8,19,2,0,S02,COKE,Beverage,38.4,0,0,38,55.49
9,19,2,0,S02,BREAD,Bakery,38.0,0,0,44,38.14
10,19,2,0,S01,PEPSI,Beverage,32.9,0,0,55,74.59
11,19,2,0,S03,PEPSI,Beverage,33.3,0,0,60,68.23
12,19,2,0,S01,MILK,Dairy,32.7,1,0,24,45.02
13,19,2,0,S03,BREAD,Bakery,35.5,0,0,54,60.6
14,19,2,0,S01,BREAD,Bakery,27.6,0,0,85,70.42
15,19,2,0,S03,BREAD,Bakery,33.1,1,0,24,21.64
16,19,2,0,S02,MILK,Dairy,31.5,0,0,49,56.56
17,19,2,0,S03,COKE,Beverage,24.6,0,0,38,60.93
18,19,2,0,S01,COKE,Beverage,28.8,1,0,29,49.03
19,19,2,0,S03,BREAD,Bakery,30.5,1,0,40,47.6
20,19,2,0,S02,BREAD,Bakery,29.2,1,0,55,56.64
21,19,2,0,S03,MILK,Dairy,31.9,1,0,40,52.54
22,19,2,0,S03,BREAD,Bakery,26.8,1,0,1,0.0
23,19,2,0,S01,COKE,Beverage,29.0,0,0,22,30.87
0,20,2,0,S01,BREAD,Bakery,33.0,1,0,1,0.0
1,20,2,0,S03,PEPSI,Beverage,31.6,0,0,12,15.69
2,20,2,0,S02,MILK,Dairy,27.3,0,0,20,23.49
3,20,2,0,S03,MILK,Dairy,30.8,1,0,1,3.81
4,20,2,0,S03,MILK,Dairy,33.3,0,0,12,19.91
5,20,2,0,S01,PEPSI,Beverage,33.7,0,0,12,14.92
6,20,2,0,S02,PEPSI,Beverage,28.4,0,0,42,56.19
7,20,2,0,S02,BREAD,Bakery,28.7,0,0,42,42.11
8,20,2,0,S03,PEPSI,Beverage,30.4,0,0,44,49.55
9,20,2,0,S03,BREAD,Bakery,27.2,0,1,43,61.86
10,20,2,0,S03,PEPSI,Beverage,29.6,0,0,46,73.35
11,20,2,0,S01,BREAD,Bakery,26.5,0,0,48,60.29
12,20,2,0,S02,BREAD,Bakery,30.0,0,0,53,64.07
13,20,2,0,S02,BREAD,Bakery,34.7,0,0,63,61.74
14,20,2,0,S02,MILK,Dairy,24.6,0,0,64,75.58
15,20,2,0,S01,PEPSI,Beverage,30.9,0,0,28,43.22
16,20,2,0,S02,MILK,Dairy,36.3,0,0,13,28.65
17,20,2,0,S02,COKE,Beverage,28.5,1,0,26,43.15
18,20,2,0,S01,MILK,Dairy,29.8,1,0,30,56.09
19,20,2,0,S02,MILK,Dairy,23.8,0,0,30,61.64
20,20,2,0,S02,COKE,Beverage,29.9,1,0,34,58.86
21,20,2,0,S03,PEPSI,Beverage,31.6,0,0,58,88.37
22,20,2,0,S01,BREAD,Bakery,31.3,0,0,14,12.52
23,20,2,0,S02,COKE,Beverage,26.1,0,1,25,35.76
0,21,2,0,S03,BREAD,Bakery,26.1,0,0,4,6.73
1,21,2,0,S03,MILK,Dairy,33.3,1,0,6,10.19
2,21,2,0,S03,PEPSI,Beverage,35.4,0,0,12,14.3
3,21,2,0,S03,BREAD,Bakery,34.6,1,0,18,22.93
4,21,2,0,S01,PEPSI,Beverage,28.8,1,0,14,19.21
5,21,2,0,S01,MILK,Dairy,23.2,0,0,11,16.11
6,21,2,0,S02,PEPSI,Beverage,25.5,0,0,27,39.96
7,21,2,0,S03,MILK,Dairy,28.9,0,0,16,29.81
8,21,2,0,S02,COKE,Beverage,27.5,1,0,29,35.17
9,21,2,0,S01,MILK,Dairy,38.6,0,0,24,45.48
10,21,2,0,S02,COKE,Beverage,29.1,0,0,64,82.53
11,21,2,0,S02,BREAD,Bakery,25.7,0,0,56,68.71
12,21,2,0,S02,MILK,Dairy,35.5,0,0,57,68.06
13,21,2,0,S01,PEPSI,Beverage,24.8,0,0,45,65.78
14,21,2,0,S03,BREAD,Bakery,26.2,0,0,57,85.37
15,21,2,0,S01,MILK,Dairy,31.7,1,0,26,27.04
16,21,2,0,S03,MILK,Dairy,33.9,0,0,23,26.7
17,21,2,0,S03,COKE,Beverage,31.8,0,0,51,75.4
18,21,2,0,S01,COKE,Beverage,32.7,0,0,47,57.6
19,21,2,0,S01,MILK,Dairy,31.5,0,0,52,63.86
20,21,2,0,S01,MILK,Dairy,31.1,0,1,50,100.03
21,21,2,0,S03,PEPSI,Beverage,32.6,1,1,60,73.86
22,21,2,0,S02,BREAD,Bakery,27.3,0,0,1,0.0
23,21,2,0,S01,PEPSI,Beverage,25.3,1,0,17,27.67
0,22,2,1,S03,BREAD,Bakery,31.7,0,0,1,0.0
1,22,2,1,S01,MILK,Dairy,29.2,1,0,1,0.7
2,22,2,1,S03,COKE,Beverage,34.4,0,0,13,17.57
3,22,2,1,S03,PEPSI,Beverage,36.4,0,1,14,22.6
4,22,2,1,S01,MILK,Dairy,28.6,0,0,16,26.72
5,22,2,1,S01,MILK,Dairy,28.8,1,0,12,23.44
6,22,2,1,S02,COKE,Beverage,31.6,1,0,44,64.67
7,22,2,1,S02,COKE,Beverage,31.5,0,0,60,80.51
8,22,2,1,S03,BREAD,Bakery,31.6,1,0,14,20.04
9,22,2,1,S02,BREAD,Bakery,31.3,0,0,67,58.42
10,22,2,1,S03,COKE,Beverage,32.8,0,0,71,104.37
11,22,2,1,S03,COKE,Beverage,32.3,0,0,66,97.48
12,22,2,1,S02,BREAD,Bakery,27.9,1,0,66,68.97
13,22,2,1,S03,BREAD,Bakery,26.7,1,0,57,68.78
14,22,2,1,S01,BREAD,Bakery,28.5,0,0,59,64.73
15,22,2,1,S02,MILK,Dairy,32.7,1,0,32,33.5
16,22,2,1,S02,BREAD,Bakery,21.9,1,0,35,45.85
17,22,2,1,S03,BREAD,Bakery,27.4,0,0,55,51.81
18,22,2,1,S02,COKE,Beverage,33.3,1,0,49,80.01
19,22,2,1,S01,BREAD,Bakery,31.1,0,0,95,89.83
20,22,2,1,S01,MILK,Dairy,30.7,0,0,41,82.02
21,22,2,1,S03,COKE,Beverage,28.8,0,0,67,81.61
22,22,2,1,S01,MILK,Dairy,28.7,1,0,1,0.0
23,22,2,1,S02,PEPSI,Beverage,33.9,0,1,32,40.15
0,23,2,1,S01,MILK,Dairy,30.5,0,0,12,19.67
1,23,2,1,S02,PEPSI,Beverage,31.4,1,0,6,10.7
2,23,2,1,S03,COKE,Beverage,26.2,0,0,15,21.61
3,23,2,1,S02,MILK,Dairy,32.3,1,0,8,15.05
4,23,2,1,S03,PEPSI,Beverage,28.5,1,0,1,0.0
5,23,2,1,S02,BREAD,Bakery,29.3,0,1,11,12.94
6,23,2,1,S01,BREAD,Bakery,31.0,1,0,43,47.7
7,23,2,1,S01,COKE,Beverage,29.1,1,0,29,48.68
8,23,2,1,S01,MILK,Dairy,29.3,0,0,40,57.18
9,23,2,1,S03,PEPSI,Beverage,28.3,1,0,34,50.13
10,23,2,1,S02,BREAD,Bakery,27.0,0,0,53,79.04
11,23,2,1,S01,MILK,Dairy,28.0,1,0,54,75.72
12,23,2,1,S03,COKE,Beverage,29.8,1,0,61,84.02
13,23,2,1,S02,COKE,Beverage,27.4,0,0,64,85.56
14,23,2,1,S02,BREAD,Bakery,28.0,1,0,74,67.03
15,23,2,1,S02,COKE,Beverage,30.5,0,0,48,79.18
16,23,2,1,S03,COKE,Beverage,30.9,0,0,54,81.67
17,23,2,1,S03,BREAD,Bakery,35.0,0,0,46,52.21
18,23,2,1,S02,BREAD,Bakery,29.9,1,0,60,61.89
19,23,2,1,S01,COKE,Beverage,32.6,0,0,59,99.07
20,23,2,1,S01,BREAD,Bakery,27.7,0,0,60,90.53
21,23,2,1,S02,MILK,Dairy,31.3,0,0,57,87.76
22,23,2,1,S02,BREAD,Bakery,31.2,0,0,10,14.93
23,23,2,1,S03,BREAD,Bakery,36.7,0,0,7,8.47
0,24,2,0,S01,MILK,Dairy,30.8,0,0,1,0.0
1,24,2,0,S02,MILK,Dairy,33.6,0,0,17,19.6
2,24,2,0,S01,COKE,Beverage,32.9,0,0,9,14.49
3,24,2,0,S03,PEPSI,Beverage,29.7,1,0,8,12.3
4,24,2,0,S03,PEPSI,Beverage,37.8,1,0,7,11.92
5,24,2,0,S01,COKE,Beverage,34.8,0,0,4,5.95
6,24,2,0,S03,PEPSI,Beverage,28.7,0,1,55,70.22
7,24,2,0,S02,COKE,Beverage,28.2,0,0,32,48.31
8,24,2,0,S01,PEPSI,Beverage,33.8,0,0,33,55.62
9,24,2,0,S03,PEPSI,Beverage,30.5,0,0,31,47.07
10,24,2,0,S01,BREAD,Bakery,35.8,0,0,68,70.07
11,24,2,0,S01,PEPSI,Beverage,28.4,0,0,46,61.78
12,24,2,0,S02,MILK,Dairy,26.6,0,0,28,61.27
13,24,2,0,S01,BREAD,Bakery,21.7,1,0,43,43.67
14,24,2,0,S03,BREAD,Bakery,27.2,0,1,70,86.78
15,24,2,0,S03,COKE,Beverage,26.3,1,0,25,44.5
16,24,2,0,S02,BREAD,Bakery,27.8,1,0,30,24.74
17,24,2,0,S01,PEPSI,Beverage,32.8,1,0,25,40.55
18,24,2,0,S01,COKE,Beverage,26.5,1,0,36,56.42
19,24,2,0,S03,PEPSI,Beverage,32.2,0,0,41,67.76
20,24,2,0,S02,COKE,Beverage,32.4,0,0,57,94.05
21,24,2,0,S01,BREAD,Bakery,32.1,1,0,43,57.04
22,24,2,0,S02,MILK,Dairy,26.8,0,0,9,12.95
23,24,2,0,S03,PEPSI,Beverage,34.8,1,0,10,15.29
0,25,2,0,S02,MILK,Dairy,33.1,1,1,17,30.59
1,25,2,0,S01,MILK,Dairy,30.5,0,0,7,10.13
2,25,2,0,S02,PEPSI,Beverage,28.9,0,0,16,22.03
3,25,2,0,S01,COKE,Beverage,27.0,0,0,1,0.0
4,25,2,0,S03,MILK,Dairy,38.0,0,1,11,18.82
5,25,2,0,S02,MILK,Dairy,31.5,1,0,3,6.78
6,25,2,0,S02,PEPSI,Beverage,28.3,0,0,44,49.23
7,25,2,0,S01,MILK,Dairy,26.8,1,0,19,33.48
8,25,2,0,S01,PEPSI,Beverage,34.0,0,0,45,50.24
9,25,2,0,S02,COKE,Beverage,34.7,0,0,17,30.48
10,25,2,0,S01,MILK,Dairy,29.2,0,0,33,57.03
11,25,2,0,S02,COKE,Beverage,29.9,0,0,45,74.42
12,25,2,0,S01,BREAD,Bakery,26.3,0,0,45,63.59
13,25,2,0,S03,MILK,Dairy,28.8,0,0,25,55.35
14,25,2,0,S01,PEPSI,Beverage,30.2,0,0,51,75.77
15,25,2,0,S02,COKE,Beverage,32.6,0,0,42,70.85
16,25,2,0,S02,PEPSI,Beverage,36.7,0,0,15,22.74
17,25,2,0,S01,BREAD,Bakery,31.3,0,0,68,54.91
18,25,2,0,S02,PEPSI,Beverage,28.8,1,0,45,69.89
19,25,2,0,S02,BREAD,Bakery,28.7,0,0,49,63.75
20,25,2,0,S01,PEPSI,Beverage,29.0,0,0,55,67.88
21,25,2,0,S01,BREAD,Bakery,30.1,1,0,61,56.77
22,25,2,0,S02,BREAD,Bakery,31.3,1,0,14,14.01
23,25,2,0,S02,BREAD,Bakery,28.2,0,0,13,19.19
0,26,2,0,S01,COKE,Beverage,30.4,1,0,16,25.97
1,26,2,0,S01,BREAD,Bakery,28.8,0,0,11,11.44
2,26,2,0,S02,COKE,Beverage,25.9,0,0,16,26.8
3,26,2,0,S03,BREAD,Bakery,31.7,0,0,12,11.94
4,26,2,0,S03,MILK,Dairy,29.1,1,0,1,0.0
5,26,2,0,S01,MILK,Dairy,30.2,0,0,12,21.4
6,26,2,0,S01,MILK,Dairy,32.0,0,0,18,25.34
7,26,2,0,S02,COKE,Beverage,29.3,1,0,31,38.73
8,26,2,0,S03,PEPSI,Beverage,31.9,0,0,32,46.12
9,26,2,0,S01,PEPSI,Beverage,27.1,0,0,39,51.63
10,26,2,0,S02,PEPSI,Beverage,33.2,0,0,60,70.67
11,26,2,0,S01,PEPSI,Beverage,27.5,1,0,39,66.87
12,26,2,0,S02,MILK,Dairy,28.6,0,0,29,63.3
13,26,2,0,S02,MILK,Dairy,30.6,1,0,37,64.1
14,26,2,0,S01,COKE,Beverage,28.8,1,0,37,65.16
15,26,2,0,S01,MILK,Dairy,28.4,0,0,42,56.03
16,26,2,0,S01,MILK,Dairy,30.9,0,0,32,47.26
17,26,2,0,S03,PEPSI,Beverage,32.1,0,0,44,57.41
18,26,2,0,S01,PEPSI,Beverage,28.9,0,0,56,90.98
19,26,2,0,S03,COKE,Beverage,28.9,1,0,34,59.0
20,26,2,0,S01,COKE,Beverage,32.6,0,0,44,73.97
21,26,2,0,S02,MILK,Dairy,28.4,0,0,34,52.78
22,26,2,0,S01,COKE,Beverage,32.7,0,0,3,4.61
23,26,2,0,S03,MILK,Dairy,23.9,0,0,19,25.76
0,27,2,0,S01,PEPSI,Beverage,33.0,0,0,8,13.12
1,27,2,0,S03,PEPSI,Beverage,30.4,1,0,8,12.65
2,27,2,0,S02,PEPSI,Beverage,34.0,0,0,14,18.91
3,27,2,0,S02,PEPSI,Beverage,28.8,1,0,9,12.84
4,27,2,0,S02,COKE,Beverage,28.2,0,0,12,20.44
5,27,2,0,S03,COKE,Beverage,30.5,0,0,12,21.62
6,27,2,0,S02,PEPSI,Beverage,28.1,0,0,38,62.86
7,27,2,0,S03,MILK,Dairy,27.2,1,0,23,24.03
8,27,2,0,S03,COKE,Beverage,27.4,1,0,21,33.57
9,27,2,0,S03,COKE,Beverage,28.6,1,0,24,35.76
10,27,2,0,S03,COKE,Beverage,31.3,1,0,36,64.01
11,27,2,0,S03,PEPSI,Beverage,31.9,0,0,54,76.0
12,27,2,0,S03,COKE,Beverage,30.0,0,0,43,66.87
13,27,2,0,S01,PEPSI,Beverage,29.0,0,0,45,74.33
14,27,2,0,S02,COKE,Beverage,31.6,0,0,57,97.02
15,27,2,0,S03,BREAD,Bakery,40.7,0,0,53,47.47
16,27,2,0,S03,BREAD,Bakery,27.7,1,0,47,43.22
17,27,2,0,S03,MILK,Dairy,35.9,0,0,22,42.11
18,27,2,0,S02,MILK,Dairy,32.6,0,0,51,63.59
19,27,2,0,S01,BREAD,Bakery,30.4,1,0,37,49.81
20,27,2,0,S03,PEPSI,Beverage,28.0,0,0,50,69.85
21,27,2,0,S03,BREAD,Bakery,33.1,0,1,108,108.86
22,27,2,0,S01,COKE,Beverage,28.6,0,0,4,7.44
23,27,2,0,S03,PEPSI,Beverage,27.2,1,0,21,24.43
0,28,2,0,S02,MILK,Dairy,31.9,0,0,5,11.57
1,28,2,0,S01,PEPSI,Beverage,27.9,0,0,22,38.3
2,28,2,0,S03,PEPSI,Beverage,25.3,0,0,32,35.82
3,28,2,0,S03,MILK,Dairy,28.0,0,0,17,20.89
4,28,2,0,S02,PEPSI,Beverage,27.8,0,0,15,20.14
5,28,2,0,S03,COKE,Beverage,32.6,1,0,1,0.0
6,28,2,0,S03,COKE,Beverage,27.4,0,0,38,56.8
7,28,2,0,S03,PEPSI,Beverage,28.1,0,0,24,38.9
8,28,2,0,S03,BREAD,Bakery,27.6,1,0,34,50.98
9,28,2,0,S02,PEPSI,Beverage,35.9,0,0,29,45.56
10,28,2,0,S02,MILK,Dairy,31.1,0,0,51,72.76
11,28,2,0,S03,BREAD,Bakery,31.6,1,0,45,58.57
12,28,2,0,S03,BREAD,Bakery,29.1,1,0,57,66.07
13,28,2,0,S03,PEPSI,Beverage,31.7,0,0,66,80.95
14,28,2,0,S03,MILK,Dairy,32.4,0,0,39,53.16
15,28,2,0,S01,BREAD,Bakery,32.0,0,0,19,27.85
16,28,2,0,S03,COKE,Beverage,36.9,0,0,24,32.37
17,28,2,0,S03,MILK,Dairy,29.9,0,1,31,57.02
18,28,2,0,S03,BREAD,Bakery,24.6,1,0,61,59.4
19,28,2,0,S01,MILK,Dairy,30.1,1,0,19,36.77
20,28,2,0,S02,BREAD,Bakery,27.7,0,0,57,66.92
21,28,2,0,S01,BREAD,Bakery,30.3,0,0,51,75.38
22,28,2,0,S01,MILK,Dairy,32.3,0,0,3,7.91
23,28,2,0,S03,BREAD,Bakery,26.8,1,0,16,21.02
0,1,3,1,S02,PEPSI,Beverage,31.2,1,0,15,20.98
1,1,3,1,S01,BREAD,Bakery,37.4,1,0,25,34.42
2,1,3,1,S02,PEPSI,Beverage,27.7,1,0,4,7.15
3,1,3,1,S03,COKE,Beverage,31.8,0,0,28,39.29
4,1,3,1,S02,BREAD,Bakery,30.8,0,0,20,27.4
5,1,3,1,S02,COKE,Beverage,32.6,1,0,15,21.83
6,1,3,1,S02,COKE,Beverage,33.7,1,0,22,29.22
7,1,3,1,S03,PEPSI,Beverage,32.4,0,0,26,32.84
8,1,3,1,S01,BREAD,Bakery,34.9,0,0,66,75.03
9,1,3,1,S03,PEPSI,Beverage,29.1,1,0,42,59.88
10,1,3,1,S03,PEPSI,Beverage,36.4,1,0,60,92.8
11,1,3,1,S01,PEPSI,Beverage,28.8,0,0,58,87.95
12,1,3,1,S01,PEPSI,Beverage,36.6,1,0,46,77.02
13,1,3,1,S03,PEPSI,Beverage,33.1,0,0,75,103.39
14,1,3,1,S01,PEPSI,Beverage,29.9,0,0,73,101.22
15,1,3,1,S02,MILK,Dairy,33.6,0,0,23,50.08
16,1,3,1,S02,PEPSI,Beverage,37.8,0,0,55,78.16
17,1,3,1,S01,PEPSI,Beverage,37.2,1,0,38,55.09
18,1,3,1,S02,BREAD,Bakery,37.1,0,0,52,72.49
19,1,3,1,S02,COKE,Beverage,33.2,0,0,56,92.25
20,1,3,1,S02,BREAD,Bakery,31.5,0,0,88,78.79
21,1,3,1,S02,PEPSI,Beverage,32.1,0,0,65,102.39
22,1,3,1,S02,PEPSI,Beverage,34.8,0,0,10,13.61
23,1,3,1,S02,COKE,Beverage,30.0,0,1,11,19.92
0,2,3,1,S01,PEPSI,Beverage,34.0,0,0,11,15.8
1,2,3,1,S02,BREAD,Bakery,36.3,1,0,28,24.61
2,2,3,1,S01,PEPSI,Beverage,34.9,0,0,22,27.58
3,2,3,1,S01,PEPSI,Beverage,33.1,0,0,9,12.73
4,2,3,1,S02,MILK,Dairy,30.4,0,0,7,12.94
5,2,3,1,S03,PEPSI,Beverage,33.5,1,0,8,12.19
6,2,3,1,S02,PEPSI,Beverage,32.7,0,0,39,55.46
7,2,3,1,S03,COKE,Beverage,31.7,1,0,32,42.94
8,2,3,1,S01,MILK,Dairy,35.6,1,0,22,45.11
9,2,3,1,S01,COKE,Beverage,31.1,1,0,26,43.12
10,2,3,1,S01,MILK,Dairy,35.8,0,0,39,73.18
11,2,3,1,S01,BREAD,Bakery,32.7,0,0,90,76.54
